"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Bir","yes",0,-1,"2.29","-0.21","-0.21"
"2","H","Hud","yes",3,3,"2.35","-0.24","-0.45"
"3","A","Mil","yes",1,0,"1.97","-0.04","-0.49"
"4","H","PNE","yes",0,-2,"1.69","0.11","-0.39"
"5","H","Cov","yes",3,2,"2.36","-0.25","-0.63"
"6","A","ShW","yes",3,1,"1.90","-0.00","-0.64"
"7","A","Sto","yes",0,-1,"1.92","-0.02","-0.65"
"8","H","Nor","yes",1,0,"1.06","0.44","-0.22"
"9","A","Lut","yes",3,3,"1.88","0.00","-0.21"
"10","H","Swa","yes",1,0,"1.59","0.16","-0.05"
"11","H","Mid","yes",1,0,"2.04","-0.08","-0.13"
"12","A","Wyc","yes",1,0,"2.13","-0.12","-0.26"
"13","A","Bar","yes",3,1,"1.51","0.20","-0.05"
"14","H","QPR","yes",3,1,"1.88","0.01","-0.05"
"15","A","Rot","yes",3,2,"2.37","-0.25","-0.30"
"16","H","Bla","yes",1,0,"2.18","-0.15","-0.45"
"17","H","Der","yes",1,0,"2.31","-0.22","-0.68"
"18","A","Not","yes",3,2,"2.14","-0.13","-0.81"
"19","A","Wat","yes",1,0,"0.58","0.69","-0.12"
"20","H","Rea","yes",3,2,"1.93","-0.02","-0.13"
"21","A","Car","yes",3,1,"2.02","-0.07","-0.20"
"22","H","Bou","yes",3,1,"1.72","0.09","-0.11"
"23","H","Lut","yes",3,1,"1.95","-0.03","-0.14"
"24","A","Swa","yes",1,0,"1.51","0.20","0.06"
"25","H","Wyc","yes",3,5,"2.38","-0.26","-0.20"
"26","H","Bri","yes",3,1,"2.02","-0.07","-0.27"
"27","A","Mid","yes",3,3,"1.71","0.09","-0.17"
"28","A","Rea","yes",3,2,"1.59","0.16","-0.01"
"29","H","Bar","yes",0,-2,"1.68","0.11","0.10"
"30","A","QPR","yes",0,-1,"1.72","0.09","0.19"
"31","A","Cov","yes",0,-2,"1.70","0.10","0.29"
"32","H","ShW","yes",3,3,"2.45","-0.30","-0.01"
"33","H","Sto","yes",3,1,"1.99","-0.05","-0.06"
"34","A","Nor","yes",0,-1,"1.24","0.34","0.29"
"35","A","Bla","yes",3,1,"1.83","0.03","0.32"
"36","A","Der","yes",1,0,"2.17","-0.15","0.17"
"37","H","Not","yes",1,0,"2.06","-0.09","0.08"
"38","A","Hud","yes",1,0,"1.94","-0.03","0.06"
"39","H","Bir","yes",1,0,"1.89","-0.00","0.05"
"40","A","PNE","yes",3,5,"2.16","-0.14","-0.09"
"41","H","Mil","yes",1,0,"1.87","0.01","-0.07"
"42","H","Car","yes",1,0,"1.56","0.17","0.10"
"43","A","Bou","yes",3,1,"1.51","0.20","0.30"
"44","H","Rot","yes",3,1,"2.16","-0.14","0.16"
"45","H","Wat","yes",3,2,"1.88","0.01","0.17"
"46","A","Bri","yes",3,2,"2.21","-0.17","0.00"
