"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Lil","yes",0,-2,0,"0.72","0.36","0.36"
"2","A","Mar","yes",1,0,2,"1.10","0.02","0.38"
"3","H","Ren","yes",3,1,2,"2.08","-0.86","-0.48"
"4","A","Nan","yes",3,1,2,"1.83","-0.64","-1.12"
"5","H","PSG","yes",1,0,1,"0.21","0.81","-0.31"
"6","A","Ang","yes",3,2,3,"1.66","-0.48","-0.79"
"7","H","Mtp","yes",3,2,4,"1.95","-0.74","-1.53"
"8","A","Aux","yes",0,-1,1,"0.90","0.20","-1.34"
"9","H","Bre","yes",0,-1,1,"1.20","-0.08","-1.41"
"10","A","Tou","yes",0,-1,0,"1.53","-0.37","-1.78"
"11","A","Hav","yes",3,3,3,"2.16","-0.93","-2.71"
"12","H","Lyo","yes",1,0,1,"0.93","0.17","-2.54"
"13","H","Len","yes",0,-2,0,"0.48","0.57","-1.96"
"14","A","Str","yes",1,0,0,"0.77","0.31","-1.65"
"15","H","Mco","yes",1,0,0,"0.63","0.44","-1.21"
"16","A","StE","yes",0,-2,1,"1.15","-0.03","-1.23"
"17","H","Nic","yes",0,-2,2,"0.90","0.20","-1.04"
"18","H","Hav","yes",1,0,1,"1.48","-0.32","-1.36"
"19","A","PSG","yes",1,0,1,"0.33","0.70","-0.66"
"20","H","Nan","no",NA,NA,NA,"1.28","-0.15","-0.81"
"21","A","Lyo","no",NA,NA,NA,"0.99","0.12","-0.69"
"22","H","Ang","no",NA,NA,NA,"0.99","0.11","-0.58"
"23","A","Ren","no",NA,NA,NA,"1.27","-0.13","-0.71"
"24","A","Mco","no",NA,NA,NA,"0.81","0.28","-0.44"
"25","H","Aux","no",NA,NA,NA,"1.87","-0.68","-1.11"
"26","A","Bre","no",NA,NA,NA,"0.83","0.26","-0.86"
"27","H","Mar","no",NA,NA,NA,"0.23","0.79","-0.06"
"28","H","Str","no",NA,NA,NA,"1.06","0.05","-0.01"
"29","A","Len","no",NA,NA,NA,"1.12","0.00","-0.01"
"30","H","Tou","no",NA,NA,NA,"0.73","0.35","0.34"
"31","A","Mtp","no",NA,NA,NA,"1.64","-0.47","-0.13"
"32","A","Nic","no",NA,NA,NA,"0.43","0.62","0.49"
"33","H","StE","no",NA,NA,NA,"2.00","-0.79","-0.30"
"34","A","Lil","no",NA,NA,NA,"0.78","0.30","-0.00"
