"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Mar","yes",0,-4,1,"1.27","0.13","0.13"
"2","A","Len","yes",0,-2,0,"1.21","0.18","0.31"
"3","H","StE","yes",3,4,4,"2.50","-0.70","-0.38"
"4","A","PSG","yes",0,-2,1,"0.25","0.83","0.45"
"5","H","Tou","yes",3,2,2,"1.84","-0.25","0.20"
"6","A","Aux","yes",0,-3,0,"1.00","0.32","0.52"
"7","H","Hav","yes",3,2,2,"1.79","-0.22","0.30"
"8","H","Ren","yes",1,0,1,"2.31","-0.57","-0.27"
"9","A","Rei","yes",3,1,2,"1.64","-0.12","-0.39"
"10","H","Nic","yes",0,-1,0,"1.76","-0.20","-0.59"
"11","A","Mtp","yes",0,-2,1,"1.88","-0.28","-0.86"
"12","A","Mco","yes",0,-1,2,"0.44","0.70","-0.16"
"13","H","Str","yes",3,2,3,"1.82","-0.24","-0.40"
"14","A","Lil","yes",0,-2,1,"0.52","0.65","0.25"
"15","H","Nan","yes",3,3,4,"2.22","-0.51","-0.26"
"16","A","Ang","yes",0,-2,0,"1.58","-0.07","-0.33"
"17","H","Lyo","yes",3,1,2,"1.82","-0.24","-0.57"
"18","A","Ren","yes",3,1,2,"0.95","0.35","-0.22"
"19","A","Hav","yes",3,1,1,"1.97","-0.34","-0.56"
"20","H","PSG","yes",0,-3,2,"0.69","0.53","-0.03"
"21","A","Nan","yes",3,2,2,"1.34","0.09","0.06"
"22","H","Aux","yes",1,0,2,"2.21","-0.50","-0.44"
"23","A","Str","yes",1,0,0,"0.61","0.59","0.15"
"24","A","Lyo","yes",0,-1,1,"0.61","0.59","0.74"
"25","H","Ang","yes",3,2,2,"2.01","-0.37","0.37"
"26","H","Rei","yes",1,0,0,"2.12","-0.44","-0.07"
"27","A","Tou","yes",3,2,4,"1.39","0.06","-0.02"
"28","H","Mco","yes",3,1,2,"1.82","-0.24","-0.26"
"29","A","StE","yes",1,0,3,"1.35","0.08","-0.18"
"30","H","Len","yes",0,-2,1,"1.41","0.04","-0.14"
"31","A","Mar","yes",0,-3,1,"0.64","0.56","0.43"
"32","H","Mtp","yes",3,1,1,"2.76","-0.87","-0.45"
"33","H","Lil","yes",3,2,2,"1.76","-0.20","-0.65"
"34","A","Nic","yes",0,-6,0,"0.52","0.65","0.00"
