"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Tou","yes",1,0,0,"1.23","-0.17","-0.17"
"2","H","Aux","yes",3,2,2,"1.53","-0.44","-0.61"
"3","A","Mtp","yes",3,2,3,"1.73","-0.63","-1.24"
"4","H","Rei","yes",0,-1,1,"1.41","-0.33","-1.57"
"5","A","Ang","yes",1,0,1,"1.42","-0.34","-1.91"
"6","H","StE","yes",1,0,2,"1.97","-0.86","-2.77"
"7","A","Lyo","yes",0,-2,0,"0.51","0.52","-2.25"
"8","H","Nic","yes",1,0,1,"1.02","0.04","-2.22"
"9","A","Str","yes",0,-2,1,"0.51","0.52","-1.70"
"10","H","Mar","yes",0,-1,1,"0.63","0.41","-1.29"
"11","A","Len","yes",0,-1,2,"1.06","0.00","-1.29"
"12","H","Hav","yes",0,-2,0,"1.04","0.02","-1.28"
"13","A","PSG","yes",1,0,1,"0.21","0.81","-0.47"
"14","H","Ren","yes",3,1,1,"1.67","-0.57","-1.05"
"15","A","Bre","yes",0,-3,1,"0.59","0.44","-0.61"
"16","A","Lil","yes",1,0,1,"0.44","0.59","-0.02"
"17","H","Mco","yes",1,0,2,"1.08","-0.02","-0.03"
"18","A","StE","yes",1,0,1,"1.20","-0.13","-0.16"
"19","H","Lyo","yes",1,0,1,"1.08","-0.02","-0.18"
"20","A","Rei","yes",3,1,2,"1.49","-0.40","-0.59"
"21","H","Bre","yes",0,-2,0,"1.39","-0.31","-0.90"
"22","A","Mco","yes",0,-6,1,"0.37","0.65","-0.24"
"23","H","Len","yes",3,2,3,"0.72","0.32","0.07"
"24","A","Mar","yes",0,-2,0,"0.55","0.49","0.56"
"25","H","Str","yes",0,-1,0,"1.08","-0.02","0.54"
"26","H","Lil","yes",3,1,1,"1.02","0.04","0.58"
"27","A","Hav","yes",0,-1,2,"1.83","-0.72","-0.15"
"28","A","Nic","yes",3,1,2,"0.44","0.59","0.44"
"29","A","Ren","yes",0,-1,1,"0.82","0.23","0.67"
"30","H","PSG","yes",1,0,1,"0.30","0.72","1.39"
"31","H","Tou","yes",1,0,0,"1.09","-0.03","1.36"
"32","H","Ang","yes",0,-1,0,"1.28","-0.21","1.15"
"33","A","Aux","yes",1,0,1,"0.87","0.18","1.33"
"34","H","Mtp","yes",3,3,3,"2.47","-1.33","0.00"
