"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Nic","yes",3,1,2,"1.80","-0.35","-0.35"
"2","A","Nan","yes",0,-2,0,"1.08","0.19","-0.16"
"3","A","Hav","yes",0,-2,1,"1.65","-0.24","-0.40"
"4","H","Mco","yes",0,-3,0,"1.66","-0.25","-0.65"
"5","A","Mtp","yes",0,-1,2,"1.62","-0.22","-0.87"
"6","H","Bre","yes",3,3,3,"1.94","-0.46","-1.32"
"7","A","StE","yes",0,-2,1,"1.06","0.20","-1.12"
"8","H","Rei","yes",3,1,2,"1.94","-0.46","-1.57"
"9","A","Lyo","yes",1,0,2,"0.43","0.68","-0.90"
"10","H","Ren","yes",3,4,4,"2.22","-0.67","-1.56"
"11","A","Mar","yes",3,2,3,"0.55","0.59","-0.98"
"12","H","Ang","yes",3,1,1,"1.98","-0.48","-1.46"
"13","A","Tou","yes",0,-2,0,"1.16","0.13","-1.33"
"14","H","PSG","yes",1,0,0,"0.41","0.70","-0.63"
"15","H","Len","yes",1,0,2,"1.52","-0.14","-0.77"
"16","A","Str","yes",0,-2,1,"0.43","0.68","-0.09"
"17","H","Lil","yes",1,0,0,"1.78","-0.34","-0.43"
"18","A","Ang","yes",0,-2,0,"1.47","-0.10","-0.53"
"19","H","StE","yes",1,0,1,"2.55","-0.91","-1.45"
"20","A","Mco","yes",0,-2,2,"0.35","0.74","-0.71"
"21","H","Tou","yes",1,0,2,"1.69","-0.27","-0.98"
"22","A","Bre","yes",1,0,2,"0.51","0.62","-0.36"
"23","H","Mar","yes",3,3,3,"1.13","0.15","-0.21"
"24","H","Str","yes",0,-1,0,"1.65","-0.24","-0.44"
"25","A","Rei","yes",3,2,2,"1.39","-0.05","-0.49"
"26","A","Nic","yes",1,0,1,"0.47","0.65","0.16"
"27","H","Mtp","yes",3,1,1,"2.67","-1.01","-0.85"
"28","A","Ren","yes",3,1,1,"0.86","0.36","-0.49"
"29","H","Lyo","no",NA,NA,NA,"1.74","-0.30","-0.80"
"30","A","Lil","no",NA,NA,NA,"0.41","0.70","-0.10"
"31","A","Len","no",NA,NA,NA,"0.96","0.28","0.18"
"32","H","Hav","no",NA,NA,NA,"1.99","-0.49","-0.31"
"33","H","Nan","no",NA,NA,NA,"2.14","-0.60","-0.91"
"34","A","PSG","no",NA,NA,NA,"0.12","0.91","0.00"
