"","HA","vs","played","sched","cumulative"
"1","H","ShW","yes","-0.15","-0.15"
"2","A","Hul","yes","0.28","0.13"
"3","H","Car","yes","-0.18","-0.06"
"4","A","WBA","yes","0.73","0.68"
"5","A","Hud","yes","-0.09","0.58"
"6","H","Cha","yes","-0.37","0.21"
"7","A","Mid","yes","-0.11","0.10"
"8","H","Bla","yes","-0.24","-0.14"
"9","A","Swa","yes","0.42","0.28"
"10","H","Ful","yes","0.03","0.31"
"11","A","Bri","yes","0.49","0.80"
"12","H","PNE","yes","-0.01","0.79"
"13","A","QPR","yes","0.27","1.06"
"14","H","Mil","yes","-0.25","0.81"
"15","H","Lut","yes","-0.60","0.21"
"16","A","Bre","yes","0.40","0.61"
"17","H","Lee","yes","0.32","0.93"
"18","A","Wig","yes","-0.13","0.80"
"19","H","Bir","no","-0.32","0.48"
"20","A","Bar","no","-0.39","0.09"
"21","A","Sto","no","-0.22","-0.13"
"22","H","Der","no","-0.33","-0.46"
"23","H","QPR","no","-0.30","-0.76"
"24","A","PNE","no","0.50","-0.26"
"25","A","Ful","no","0.53","0.27"
"26","H","Not","no","0.13","0.39"
"27","A","Mil","no","0.31","0.70"
"28","A","Not","no","0.59","1.29"
"29","H","Bri","no","-0.02","1.27"
"30","A","Car","no","0.37","1.64"
"31","H","Hul","no","-0.29","1.35"
"32","H","WBA","no","0.38","1.73"
"33","A","ShW","no","0.39","2.12"
"34","A","Lee","no","0.70","2.83"
"35","H","Wig","no","-0.66","2.17"
"36","H","Bar","no","-0.85","1.32"
"37","A","Bir","no","0.25","1.57"
"38","H","Sto","no","-0.73","0.84"
"39","A","Der","no","0.24","1.08"
"40","H","Bre","no","-0.15","0.93"
"41","A","Lut","no","-0.05","0.88"
"42","H","Hud","no","-0.63","0.25"
"43","A","Cha","no","0.20","0.45"
"44","H","Mid","no","-0.64","-0.20"
"45","A","Bla","no","0.32","0.12"
"46","H","Swa","no","-0.12","-0.00"
