"","HA","vs","played","sched","cumulative"
"1","H","WBA","yes","0.31","0.31"
"2","A","Lee","yes","0.62","0.93"
"3","H","Bir","yes","-0.18","0.75"
"4","A","Cha","yes","0.07","0.82"
"5","A","Ful","yes","0.35","1.17"
"6","H","PNE","yes","-0.11","1.07"
"7","A","Swa","yes","0.27","1.34"
"8","H","Bar","yes","-0.45","0.89"
"9","A","Sto","yes","-0.17","0.73"
"10","A","Bla","yes","0.25","0.97"
"11","H","Bre","yes","-0.15","0.82"
"12","A","Wig","yes","-0.13","0.69"
"13","H","Hul","yes","-0.19","0.51"
"14","A","Lut","yes","-0.01","0.50"
"15","H","Der","yes","-0.24","0.26"
"16","A","Bri","yes","0.42","0.68"
"17","A","QPR","yes","0.22","0.90"
"18","H","Car","yes","-0.14","0.76"
"19","A","Mil","yes","0.19","0.96"
"20","H","Mid","no","-0.34","0.62"
"21","H","ShW","no","-0.11","0.51"
"22","A","Hud","no","-0.09","0.42"
"23","A","Hul","no","0.20","0.62"
"24","H","Wig","no","-0.38","0.24"
"25","H","Bla","no","-0.15","0.09"
"26","A","Rea","no","0.06","0.14"
"27","H","Lut","no","-0.32","-0.18"
"28","H","Rea","no","-0.28","-0.45"
"29","A","Bre","no","0.25","-0.21"
"30","A","Bir","no","0.20","-0.00"
"31","H","Lee","no","0.21","0.21"
"32","H","Cha","no","-0.27","-0.06"
"33","A","WBA","no","0.69","0.62"
"34","H","QPR","no","-0.17","0.45"
"35","A","Car","no","0.27","0.72"
"36","A","Mid","no","-0.04","0.68"
"37","H","Mil","no","-0.19","0.49"
"38","A","ShW","no","0.31","0.80"
"39","H","Hud","no","-0.37","0.43"
"40","H","Bri","no","-0.01","0.43"
"41","A","Der","no","0.12","0.55"
"42","H","Ful","no","-0.07","0.48"
"43","A","PNE","no","0.31","0.79"
"44","H","Swa","no","-0.13","0.65"
"45","A","Bar","no","-0.25","0.40"
"46","H","Sto","no","-0.40","-0.00"
