"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","H","Bil","yes",3,"2.24","-0.76","-0.76"
"2","H","Ala","yes",3,"2.31","-0.81","-1.56"
"3","A","Atl","yes",0,"0.17","0.87","-0.69"
"4","A","Cad","yes",1,"1.04","0.19","-0.50"
"5","H","Sev","yes",3,"1.17","0.08","-0.42"
"6","A","Get","yes",3,"0.83","0.35","-0.07"
"7","H","Lev","yes",1,"2.03","-0.59","-0.65"
"8","A","RSo","yes",0,"0.57","0.55","-0.10"
"9","H","RVd","yes",0,"2.17","-0.70","-0.80"
"10","A","Cel","yes",0,"0.63","0.51","-0.29"
"11","H","Hue","yes",1,"2.30","-0.80","-1.09"
"12","A","Elc","yes",3,"0.81","0.36","-0.73"
"13","H","Bet","yes",3,"1.67","-0.31","-1.04"
"14","A","RMa","yes",0,"0.30","0.76","-0.27"
"15","H","Val","yes",3,"2.39","-0.87","-1.15"
"16","A","Eib","yes",0,"1.64","-0.28","-1.43"
"17","H","Bar","yes",0,"0.86","0.33","-1.10"
"18","H","Osa","yes",3,"2.08","-0.63","-1.72"
"19","A","Vil","yes",1,"0.67","0.47","-1.25"
"20","A","Osa","yes",0,"0.79","0.38","-0.87"
"21","H","Cel","yes",1,"2.10","-0.64","-1.51"
"22","A","Lev","yes",1,"0.86","0.33","-1.18"
"23","H","Atl","yes",0,"1.02","0.21","-0.98"
"24","A","Hue","yes",0,"1.10","0.14","-0.84"
"25","H","Elc","yes",3,"2.42","-0.90","-1.73"
"26","A","Bil","yes",0,"0.58","0.55","-1.18"
"27","H","RSo","yes",3,"1.49","-0.16","-1.35"
"28","A","Val","yes",0,"0.60","0.53","-0.82"
"29","H","Vil","yes",0,"1.59","-0.24","-1.06"
"30","A","RVd","yes",3,"1.22","0.04","-1.02"
"31","H","Eib","yes",3,"2.17","-0.70","-1.72"
"32","A","Sev","yes",0,"0.20","0.84","-0.87"
"33","A","Bar","no",NA,"0.24","0.81","-0.06"
"34","H","Cad","no",NA,"1.78","-0.40","-0.46"
"35","A","Bet","no",NA,"0.49","0.62","0.16"
"36","H","RMa","no",NA,"0.93","0.27","0.44"
"37","A","Ala","no",NA,"0.86","0.33","0.76"
"38","H","Get","no",NA,"2.25","-0.76","0.00"
