"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Vil","yes",1,0,"0.68","0.26","0.26"
"2","H","Cad","yes",0,-2,"0.94","-0.03","0.23"
"3","A","Val","yes",1,0,"0.66","0.29","0.51"
"4","H","Atl","yes",1,0,"0.46","0.50","1.02"
"5","A","Elc","yes",1,0,"0.90","0.02","1.03"
"6","H","RVd","yes",1,0,"1.35","-0.47","0.56"
"7","A","RSo","yes",0,-3,"0.62","0.32","0.89"
"8","A","RMa","yes",0,-3,"0.31","0.66","1.54"
"9","H","Eib","yes",1,0,"1.37","-0.50","1.04"
"10","A","Osa","yes",1,0,"0.85","0.08","1.12"
"11","H","Sev","yes",0,-1,"0.51","0.44","1.57"
"12","A","Gra","yes",1,0,"0.47","0.49","2.06"
"13","H","Ala","yes",3,1,"1.69","-0.84","1.21"
"14","A","Bil","yes",0,-2,"0.57","0.37","1.59"
"15","H","Lev","yes",1,0,"1.26","-0.37","1.22"
"16","A","Cel","yes",0,-1,"0.62","0.32","1.54"
"17","H","Bar","yes",0,-1,"0.34","0.63","2.17"
"18","H","Bet","yes",0,-2,"0.91","0.01","2.18"
"19","A","Get","yes",0,-1,"0.89","0.03","2.21"
"20","H","Vil","yes",1,0,"0.79","0.14","2.35"
"21","A","RVd","yes",3,2,"1.28","-0.39","1.96"
"22","H","RMa","yes",0,-1,"0.38","0.58","2.54"
"23","A","Sev","yes",0,-1,"0.22","0.76","3.30"
"24","H","Gra","yes",3,1,"1.39","-0.52","2.78"
"25","A","Eib","yes",1,0,"1.56","-0.70","2.08"
"26","H","Cel","yes",0,-1,"1.28","-0.40","1.68"
"27","A","Bar","yes",0,-3,"0.34","0.63","2.31"
"28","H","Osa","yes",1,0,"1.29","-0.40","1.91"
"29","A","Lev","yes",3,2,"0.93","-0.01","1.90"
"30","H","Elc","yes",3,2,"1.73","-0.89","1.01"
"31","A","Ala","yes",0,-1,"0.93","-0.02","0.99"
"32","A","Atl","yes",0,-2,"0.18","0.80","1.80"
"33","H","Get","yes",0,-2,"1.54","-0.68","1.12"
"34","H","RSo","yes",3,1,"0.78","0.15","1.27"
"35","A","Cad","no",NA,NA,"1.12","-0.22","1.05"
"36","H","Bil","no",NA,NA,"1.48","-0.61","0.44"
"37","A","Bet","no",NA,NA,"0.54","0.41","0.85"
"38","H","Val","no",NA,NA,"1.70","-0.85","0.00"
