"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","H","Vil","yes",3,"2.08","0.07","0.07"
"2","A","Cel","yes",3,"2.22","0.01","0.08"
"3","H","Sev","yes",1,"1.69","0.24","0.32"
"4","A","Get","yes",0,"2.40","-0.07","0.25"
"5","H","RMa","yes",0,"1.44","0.36","0.61"
"6","A","Ala","yes",1,"2.42","-0.08","0.53"
"7","H","Bet","yes",3,"2.14","0.04","0.57"
"8","A","Atl","yes",0,"1.13","0.50","1.07"
"9","H","Osa","yes",3,"2.45","-0.09","0.98"
"10","A","Cad","yes",0,"2.53","-0.13","0.85"
"11","H","Lev","yes",3,"2.41","-0.07","0.77"
"12","H","RSo","yes",3,"1.96","0.13","0.90"
"13","H","Val","yes",1,"2.65","-0.18","0.72"
"14","A","RVd","yes",3,"2.61","-0.17","0.55"
"15","H","Eib","yes",1,"2.50","-0.12","0.44"
"16","A","Hue","yes",3,"2.56","-0.14","0.29"
"17","A","Bil","yes",3,"2.04","0.09","0.38"
"18","A","Gra","yes",3,"1.92","0.14","0.52"
"19","A","Elc","yes",3,"2.38","-0.06","0.46"
"20","H","Bil","yes",3,"2.55","-0.14","0.32"
"21","A","Bet","yes",3,"2.04","0.09","0.41"
"22","H","Ala","yes",3,"2.59","-0.16","0.25"
"23","H","Cad","yes",1,"2.23","0.00","0.26"
"24","H","Elc","yes",3,"2.66","-0.19","0.07"
"25","A","Sev","yes",3,"1.30","0.42","0.49"
"26","A","Osa","yes",3,"2.37","-0.06","0.43"
"27","H","Hue","yes",3,"2.59","-0.16","0.28"
"28","A","RSo","yes",3,"2.16","0.04","0.31"
"29","H","RVd","yes",3,"2.50","-0.12","0.20"
"30","A","RMa","yes",0,"1.66","0.26","0.46"
"31","H","Get","yes",3,"2.55","-0.14","0.31"
"32","A","Vil","yes",3,"2.27","-0.01","0.30"
"33","H","Gra","no",NA,"2.61","-0.17","0.14"
"34","A","Val","no",NA,"2.19","0.02","0.16"
"35","H","Atl","no",NA,"1.68","0.25","0.41"
"36","A","Lev","no",NA,"2.42","-0.08","0.33"
"37","H","Cel","no",NA,"2.46","-0.10","0.23"
"38","A","Eib","no",NA,"2.76","-0.23","0.00"
