"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Cel","yes",1,0,"0.62","0.11","0.11"
"2","A","Vil","yes",0,-1,"0.87","-0.26","-0.16"
"3","H","Bil","yes",0,-1,"0.76","-0.10","-0.26"
"4","H","Elc","yes",0,-1,"0.98","-0.43","-0.68"
"5","A","RVd","yes",3,1,"1.48","-1.14","-1.83"
"6","H","Osa","yes",1,0,"0.60","0.12","-1.70"
"7","A","Sev","yes",3,1,"0.27","0.60","-1.10"
"8","H","Cad","yes",0,-2,"0.42","0.39","-0.71"
"9","A","Hue","yes",1,0,"1.35","-0.96","-1.67"
"10","H","Get","yes",1,0,"0.76","-0.11","-1.77"
"11","A","Bet","yes",3,2,"0.65","0.05","-1.72"
"12","H","Val","yes",1,0,"0.94","-0.36","-2.08"
"13","A","RSo","yes",1,0,"0.75","-0.09","-2.17"
"14","H","RMa","yes",0,-2,"0.15","0.78","-1.40"
"15","A","Ala","yes",0,-1,"1.10","-0.60","-2.00"
"16","A","Bar","yes",1,0,"0.41","0.40","-1.59"
"17","H","Gra","yes",3,2,"0.70","-0.02","-1.61"
"18","A","Lev","yes",0,-1,"1.09","-0.58","-2.19"
"19","H","Atl","yes",0,-1,"0.20","0.71","-1.48"
"20","A","Cel","yes",1,0,"0.82","-0.19","-1.67"
"21","H","Sev","yes",0,-2,"0.21","0.70","-0.97"
"22","A","Osa","yes",0,-1,"1.00","-0.46","-1.43"
"23","H","RVd","yes",1,0,"0.67","0.03","-1.39"
"24","A","Elc","yes",0,-1,"1.03","-0.50","-1.89"
"25","H","Hue","yes",1,0,"0.82","-0.19","-2.08"
"26","A","Cad","yes",0,-1,"1.28","-0.86","-2.95"
"27","H","Vil","yes",0,-2,"0.33","0.52","-2.43"
"28","A","Bil","yes",1,0,"0.69","-0.01","-2.44"
"29","A","RMa","yes",0,-2,"0.41","0.40","-2.03"
"30","H","Lev","yes",0,-1,"0.56","0.18","-1.85"
"31","A","Atl","yes",0,-5,"0.22","0.68","-1.18"
"32","A","Gra","yes",0,-3,"0.57","0.18","-1.00"
"33","H","RSo","yes",0,-1,"0.28","0.59","-0.41"
"34","H","Ala","no",NA,NA,"0.83","-0.20","-0.61"
"35","A","Get","no",NA,NA,"1.05","-0.52","-1.13"
"36","H","Bet","no",NA,NA,"0.37","0.47","-0.67"
"37","A","Val","no",NA,NA,"0.78","-0.14","-0.80"
"38","H","Bar","no",NA,NA,"0.13","0.80","-0.00"
