"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","A","Cad","yes",3,"1.50","-0.27","-0.27"
"2","A","Get","yes",0,"1.25","-0.06","-0.33"
"3","H","Lev","yes",0,"1.41","-0.19","-0.52"
"4","H","Cel","yes",3,"1.50","-0.27","-0.80"
"5","A","Eib","yes",1,"2.08","-0.76","-1.56"
"6","H","Bil","yes",3,"1.70","-0.44","-1.99"
"7","H","Atl","yes",0,"0.53","0.55","-1.44"
"8","A","Sev","yes",0,"0.36","0.69","-0.75"
"9","H","Hue","yes",1,"1.78","-0.51","-1.26"
"10","A","Bar","yes",0,"0.41","0.66","-0.60"
"11","H","Bet","yes",0,"1.03","0.12","-0.48"
"12","A","RVd","yes",0,"1.70","-0.44","-0.92"
"13","H","Vil","yes",0,"0.97","0.18","-0.74"
"14","A","Elc","yes",1,"1.24","-0.05","-0.79"
"15","H","Ala","yes",1,"1.78","-0.51","-1.30"
"16","A","RSo","yes",1,"0.92","0.22","-1.08"
"17","H","RMa","yes",1,"0.48","0.59","-0.49"
"18","A","Gra","yes",0,"0.70","0.41","-0.08"
"19","A","Val","yes",1,"0.96","0.19","0.11"
"20","H","Gra","yes",3,"1.80","-0.53","-0.42"
"21","A","Bet","yes",0,"0.80","0.32","-0.10"
"22","H","Eib","yes",3,"1.59","-0.35","-0.45"
"23","A","Lev","yes",3,"1.30","-0.10","-0.55"
"24","H","Sev","yes",0,"0.64","0.46","-0.09"
"25","A","Ala","yes",3,"1.30","-0.10","-0.19"
"26","H","Bar","yes",0,"0.47","0.60","0.41"
"27","H","RVd","yes",1,"1.59","-0.34","0.06"
"28","A","Hue","yes",1,"1.45","-0.23","-0.17"
"29","H","Get","yes",1,"1.86","-0.58","-0.74"
"30","A","Vil","yes",3,"1.02","0.14","-0.60"
"31","H","Elc","yes",3,"1.95","-0.65","-1.25"
"32","H","Val","yes",3,"1.91","-0.62","-1.87"
"33","A","Cel","no",NA,"1.09","0.08","-1.80"
"34","A","RMa","no",NA,"0.52","0.56","-1.24"
"35","A","Bil","no",NA,"0.94","0.21","-1.03"
"36","H","Cad","no",NA,"1.15","0.03","-1.01"
"37","A","Atl","no",NA,"0.29","0.76","-0.25"
"38","H","RSo","no",NA,"0.88","0.25","-0.00"
