"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","A","Gra","yes",0,"0.50","0.60","0.60"
"2","A","Eib","yes",3,"1.81","-0.46","0.14"
"3","H","Cad","yes",0,"1.57","-0.27","-0.13"
"4","A","Ala","yes",0,"0.99","0.20","0.07"
"5","H","Lev","yes",3,"1.83","-0.48","-0.40"
"6","A","Osa","yes",0,"0.91","0.27","-0.14"
"7","H","Sev","yes",3,"0.96","0.22","0.08"
"8","A","RVd","yes",0,"1.37","-0.11","-0.02"
"9","H","Bet","yes",3,"1.45","-0.17","-0.19"
"10","A","Get","yes",1,"0.95","0.23","0.04"
"11","H","Cel","yes",0,"1.91","-0.54","-0.50"
"12","A","Val","yes",1,"0.70","0.43","-0.07"
"13","A","RMa","yes",0,"0.36","0.71","0.64"
"14","H","Hue","yes",3,"2.14","-0.73","-0.10"
"15","A","Vil","yes",1,"0.78","0.37","0.27"
"16","H","RSo","yes",0,"1.23","0.01","0.28"
"17","H","Elc","yes",3,"2.28","-0.84","-0.57"
"18","H","Bar","yes",0,"0.68","0.45","-0.12"
"19","H","Get","yes",3,"2.08","-0.68","-0.80"
"20","A","Bar","yes",0,"0.28","0.77","-0.03"
"21","H","Val","yes",1,"2.25","-0.82","-0.84"
"22","A","Cad","yes",3,"1.18","0.05","-0.79"
"23","H","Vil","yes",1,"1.37","-0.10","-0.90"
"24","A","Lev","yes",1,"0.99","0.20","-0.70"
"25","H","Gra","yes",3,"2.18","-0.76","-1.46"
"26","A","Atl","yes",0,"0.20","0.84","-0.62"
"27","A","Cel","yes",1,"0.74","0.41","-0.21"
"28","H","Eib","yes",1,"1.99","-0.60","-0.82"
"29","A","RSo","yes",1,"0.67","0.46","-0.36"
"30","H","Ala","yes",1,"2.15","-0.73","-1.09"
"31","A","Bet","yes",1,"0.57","0.54","-0.56"
"32","H","Atl","yes",3,"0.95","0.23","-0.32"
"33","H","RVd","yes",1,"1.97","-0.59","-0.92"
"34","A","Sev","no",NA,"0.24","0.81","-0.11"
"35","H","Osa","no",NA,"1.89","-0.53","-0.64"
"36","A","Hue","no",NA,"1.24","-0.00","-0.64"
"37","H","RMa","no",NA,"0.75","0.39","-0.25"
"38","A","Elc","no",NA,"0.93","0.25","0.00"
