"matchday","homeTeamName","homeTeamId","awayTeamName","awayTeamId","FTHG","FTAG","FTR","date","UTCtime","status"
1,"Sporting Clube de Braga",5613,"FC Famalicão",5531,1,2,"A","2023-08-11","19:15:00","FINISHED"
1,"Gil Vicente FC",5533,"Portimonense SC",5601,5,0,"H","2023-08-12","14:30:00","FINISHED"
1,"SC Farense",5602,"Casa Pia AC",6618,0,3,"A","2023-08-12","17:00:00","FINISHED"
1,"Sporting Clube de Portugal",498,"FC Vizela",5589,3,2,"H","2023-08-12","19:30:00","FINISHED"
1,"Rio Ave FC",496,"GD Chaves",1103,2,0,"H","2023-08-13","14:30:00","FINISHED"
1,"CF Estrela da Amadora",9136,"Vitória SC",5543,0,1,"A","2023-08-13","17:00:00","FINISHED"
1,"FC Arouca",712,"GD Estoril Praia",582,4,3,"H","2023-08-13","19:30:00","FINISHED"
1,"Moreirense FC",583,"FC Porto",503,1,2,"A","2023-08-14","17:45:00","FINISHED"
1,"Boavista FC",810,"Sport Lisboa e Benfica",1903,3,2,"H","2023-08-14","19:45:00","FINISHED"
2,"Casa Pia AC",6618,"Sporting Clube de Portugal",498,1,2,"A","2023-08-18","19:15:00","FINISHED"
2,"Vitória SC",5543,"Gil Vicente FC",5533,2,1,"H","2023-08-19","14:30:00","FINISHED"
2,"GD Chaves",1103,"Sporting Clube de Braga",5613,2,4,"A","2023-08-19","17:00:00","FINISHED"
2,"Sport Lisboa e Benfica",1903,"CF Estrela da Amadora",9136,2,0,"H","2023-08-19","19:30:00","FINISHED"
2,"Portimonense SC",5601,"Boavista FC",810,1,4,"A","2023-08-19","19:30:00","FINISHED"
2,"GD Estoril Praia",582,"Rio Ave FC",496,2,0,"H","2023-08-20","14:30:00","FINISHED"
2,"FC Porto",503,"SC Farense",5602,2,1,"H","2023-08-20","17:00:00","FINISHED"
2,"FC Vizela",5589,"FC Arouca",712,2,2,"D","2023-08-20","19:30:00","FINISHED"
2,"FC Famalicão",5531,"Moreirense FC",583,0,0,"D","2023-08-21","19:15:00","FINISHED"
3,"CF Estrela da Amadora",9136,"GD Estoril Praia",582,2,1,"H","2023-08-25","19:15:00","FINISHED"
3,"FC Arouca",712,"Portimonense SC",5601,1,1,"D","2023-08-26","14:30:00","FINISHED"
3,"SC Farense",5602,"GD Chaves",1103,5,0,"H","2023-08-26","17:00:00","FINISHED"
3,"Gil Vicente FC",5533,"Sport Lisboa e Benfica",1903,2,3,"A","2023-08-26","19:30:00","FINISHED"
3,"Boavista FC",810,"Casa Pia AC",6618,1,1,"D","2023-08-27","14:30:00","FINISHED"
3,"Vitória SC",5543,"FC Vizela",5589,2,0,"H","2023-08-27","17:00:00","FINISHED"
3,"Sporting Clube de Portugal",498,"FC Famalicão",5531,1,0,"H","2023-08-27","19:30:00","FINISHED"
3,"Rio Ave FC",496,"FC Porto",503,1,2,"A","2023-08-28","19:15:00","FINISHED"
4,"FC Vizela",5589,"Gil Vicente FC",5533,1,0,"H","2023-09-01","19:15:00","FINISHED"
4,"Casa Pia AC",6618,"Rio Ave FC",496,1,1,"D","2023-09-02","14:30:00","FINISHED"
4,"FC Famalicão",5531,"SC Farense",5602,1,0,"H","2023-09-02","17:00:00","FINISHED"
4,"Portimonense SC",5601,"CF Estrela da Amadora",9136,1,1,"D","2023-09-02","17:00:00","FINISHED"
4,"Sport Lisboa e Benfica",1903,"Vitória SC",5543,4,0,"H","2023-09-02","19:30:00","FINISHED"
4,"GD Chaves",1103,"Moreirense FC",583,1,2,"A","2023-09-03","14:30:00","FINISHED"
4,"GD Estoril Praia",582,"Boavista FC",810,1,2,"A","2023-09-03","14:30:00","FINISHED"
4,"FC Porto",503,"FC Arouca",712,1,1,"D","2023-09-03","17:00:00","FINISHED"
4,"Sporting Clube de Braga",5613,"Sporting Clube de Portugal",498,1,1,"D","2023-09-03","19:30:00","FINISHED"
3,"Moreirense FC",583,"Sporting Clube de Braga",5613,2,3,"A","2023-09-09","17:00:00","FINISHED"
5,"CF Estrela da Amadora",9136,"FC Porto",503,0,1,"A","2023-09-15","18:15:00","FINISHED"
5,"Rio Ave FC",496,"FC Famalicão",5531,1,1,"D","2023-09-16","14:30:00","FINISHED"
5,"SC Farense",5602,"Sporting Clube de Braga",5613,3,1,"H","2023-09-16","17:00:00","FINISHED"
5,"FC Vizela",5589,"Sport Lisboa e Benfica",1903,1,2,"A","2023-09-16","19:30:00","FINISHED"
5,"FC Arouca",712,"Casa Pia AC",6618,0,1,"A","2023-09-17","14:30:00","FINISHED"
5,"Gil Vicente FC",5533,"GD Estoril Praia",582,5,3,"H","2023-09-17","14:30:00","FINISHED"
5,"Vitória SC",5543,"Portimonense SC",5601,1,2,"A","2023-09-17","17:00:00","FINISHED"
5,"Sporting Clube de Portugal",498,"Moreirense FC",583,3,0,"H","2023-09-17","19:30:00","FINISHED"
5,"Boavista FC",810,"GD Chaves",1103,4,1,"H","2023-09-18","19:15:00","FINISHED"
6,"FC Famalicão",5531,"FC Arouca",712,1,0,"H","2023-09-22","19:15:00","FINISHED"
6,"Moreirense FC",583,"SC Farense",5602,1,0,"H","2023-09-23","14:30:00","FINISHED"
6,"GD Estoril Praia",582,"FC Vizela",5589,2,2,"D","2023-09-23","14:30:00","FINISHED"
6,"Casa Pia AC",6618,"Vitória SC",5543,0,0,"D","2023-09-23","17:00:00","FINISHED"
6,"FC Porto",503,"Gil Vicente FC",5533,2,1,"H","2023-09-23","19:30:00","FINISHED"
6,"GD Chaves",1103,"CF Estrela da Amadora",9136,2,2,"D","2023-09-24","14:30:00","FINISHED"
6,"Portimonense SC",5601,"Sport Lisboa e Benfica",1903,1,3,"A","2023-09-24","17:00:00","FINISHED"
6,"Sporting Clube de Braga",5613,"Boavista FC",810,4,1,"H","2023-09-24","19:30:00","FINISHED"
6,"Sporting Clube de Portugal",498,"Rio Ave FC",496,2,0,"H","2023-09-25","19:15:00","FINISHED"
7,"CF Estrela da Amadora",9136,"Sporting Clube de Braga",5613,2,4,"A","2023-09-28","19:15:00","FINISHED"
7,"Sport Lisboa e Benfica",1903,"FC Porto",503,1,0,"H","2023-09-29","19:15:00","FINISHED"
7,"FC Vizela",5589,"Portimonense SC",5601,2,3,"A","2023-09-30","14:30:00","FINISHED"
7,"Boavista FC",810,"FC Famalicão",5531,2,2,"D","2023-09-30","17:00:00","FINISHED"
7,"SC Farense",5602,"Sporting Clube de Portugal",498,2,3,"A","2023-09-30","19:30:00","FINISHED"
7,"FC Arouca",712,"GD Chaves",1103,0,2,"A","2023-10-01","14:30:00","FINISHED"
7,"Vitória SC",5543,"GD Estoril Praia",582,3,2,"H","2023-10-01","17:00:00","FINISHED"
7,"Rio Ave FC",496,"Moreirense FC",583,0,4,"A","2023-10-01","19:30:00","FINISHED"
7,"Gil Vicente FC",5533,"Casa Pia AC",6618,2,0,"H","2023-10-02","19:15:00","FINISHED"
8,"Moreirense FC",583,"Boavista FC",810,1,1,"D","2023-10-06","19:15:00","FINISHED"
8,"GD Chaves",1103,"Gil Vicente FC",5533,4,2,"H","2023-10-07","14:30:00","FINISHED"
8,"SC Farense",5602,"FC Vizela",5589,0,0,"D","2023-10-07","14:30:00","FINISHED"
8,"Sporting Clube de Braga",5613,"Rio Ave FC",496,2,1,"H","2023-10-07","17:00:00","FINISHED"
8,"GD Estoril Praia",582,"Sport Lisboa e Benfica",1903,0,1,"A","2023-10-07","19:30:00","FINISHED"
8,"Casa Pia AC",6618,"CF Estrela da Amadora",9136,0,1,"A","2023-10-08","14:30:00","FINISHED"
8,"FC Famalicão",5531,"Vitória SC",5543,1,3,"A","2023-10-08","14:30:00","FINISHED"
8,"FC Porto",503,"Portimonense SC",5601,1,0,"H","2023-10-08","17:00:00","FINISHED"
8,"Sporting Clube de Portugal",498,"FC Arouca",712,2,1,"H","2023-10-08","19:30:00","FINISHED"
9,"FC Arouca",712,"Moreirense FC",583,0,1,"A","2023-10-27","19:15:00","FINISHED"
9,"Portimonense SC",5601,"GD Estoril Praia",582,1,0,"H","2023-10-28","14:30:00","FINISHED"
