"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","PSG","yes",0,-1,"0.78","0.25","0.25"
"2","A","CLF","yes",0,-2,"0.78","0.25","0.50"
"3","A","Str","no",NA,NA,"1.21","-0.17","0.33"
"4","H","Mco","no",NA,NA,"1.21","-0.17","0.16"
"5","A","Mtz","no",NA,NA,"1.10","-0.06","0.11"
"6","H","Mtp","no",NA,NA,"1.10","-0.06","0.05"
"7","A","Lyo","no",NA,NA,"1.10","-0.06","-0.01"
"8","H","Ang","no",NA,NA,"0.78","0.25","0.24"
"9","A","Nan","no",NA,NA,"0.78","0.25","0.49"
"10","H","Nic","no",NA,NA,"0.78","0.25","0.74"
"11","A","Rei","no",NA,NA,"1.10","-0.06","0.68"
"12","H","Ren","no",NA,NA,"1.10","-0.06","0.63"
"13","A","Len","no",NA,NA,"1.10","-0.06","0.57"
"14","H","StE","no",NA,NA,"1.10","-0.06","0.51"
"15","A","Mar","no",NA,NA,"1.10","-0.06","0.45"
"16","H","Lor","no",NA,NA,"1.10","-0.06","0.40"
"17","A","Lil","no",NA,NA,"1.21","-0.17","0.23"
"18","H","Bor","no",NA,NA,"1.10","-0.06","0.17"
"19","H","Bre","no",NA,NA,"1.10","-0.06","0.11"
"20","A","Mtp","no",NA,NA,"1.21","-0.17","-0.06"
"21","H","Lyo","no",NA,NA,"1.21","-0.17","-0.23"
"22","A","Ang","no",NA,NA,"0.78","0.25","0.02"
"23","H","Mtz","no",NA,NA,"1.21","-0.17","-0.14"
"24","A","Bre","no",NA,NA,"1.10","-0.06","-0.20"
"25","A","Ren","no",NA,NA,"1.10","-0.06","-0.26"
"26","H","Mar","no",NA,NA,"0.78","0.25","-0.01"
"27","A","Bor","no",NA,NA,"1.21","-0.17","-0.18"
"28","H","Nan","no",NA,NA,"1.10","-0.06","-0.24"
"29","A","StE","no",NA,NA,"1.10","-0.06","-0.29"
"30","H","Rei","no",NA,NA,"1.10","-0.06","-0.35"
"31","A","Mco","no",NA,NA,"1.10","-0.06","-0.41"
"32","H","Str","no",NA,NA,"1.21","-0.17","-0.58"
"33","H","CLF","no",NA,NA,"0.78","0.25","-0.33"
"34","A","Nic","no",NA,NA,"1.10","-0.06","-0.39"
"35","H","Lil","no",NA,NA,"1.10","-0.06","-0.44"
"36","A","PSG","no",NA,NA,"0.78","0.25","-0.19"
"37","H","Len","no",NA,NA,"1.10","-0.06","-0.25"
"38","A","Lor","no",NA,NA,"0.78","0.25","0.00"
