"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Mar","yes",0,-1,"1.00","0.36","0.36"
"2","A","Rei","yes",1,0,"1.49","0.04","0.40"
"3","H","Lor","yes",3,2,"2.43","-0.56","-0.16"
"4","A","Lil","yes",0,-1,"0.97","0.37","0.22"
"5","H","StE","yes",3,2,"2.29","-0.47","-0.25"
"6","A","Tro","yes",1,0,"1.66","-0.07","-0.32"
"7","H","Bor","yes",1,0,"1.96","-0.26","-0.58"
"8","A","PSG","yes",0,-2,"0.33","0.79","0.21"
"9","H","Str","yes",1,0,"1.66","-0.07","0.14"
"10","H","Len","yes",3,1,"1.87","-0.20","-0.06"
"11","A","Mco","yes",0,-2,"1.04","0.33","0.27"
"12","H","Nan","yes",3,2,"1.78","-0.14","0.13"
"13","A","Nic","yes",3,1,"1.23","0.21","0.34"
"14","A","Ren","yes",0,-2,"0.90","0.42","0.76"
"15","H","Lyo","yes",0,-1,"1.89","-0.22","0.55"
"16","A","Mtz","yes",3,2,"1.91","-0.23","0.32"
"17","H","Cle","yes",3,1,"2.08","-0.34","-0.02"
"18","A","Bre","yes",3,4,"1.41","0.09","0.07"
"19","H","Ang","yes",3,3,"1.84","-0.18","-0.11"
"20","H","Tro","no",NA,NA,"2.12","-0.36","-0.47"
"21","A","Str","no",NA,NA,"1.21","0.22","-0.25"
"22","H","Mco","no",NA,NA,"1.80","-0.16","-0.41"
"23","A","StE","no",NA,NA,"1.89","-0.21","-0.62"
"24","H","Lil","no",NA,NA,"1.85","-0.19","-0.81"
"25","A","Lor","no",NA,NA,"1.32","0.15","-0.66"
"26","H","Ren","no",NA,NA,"1.90","-0.22","-0.88"
"27","A","Nan","no",NA,NA,"1.00","0.36","-0.52"
"28","H","Nic","no",NA,NA,"1.03","0.34","-0.18"
"29","A","Bor","no",NA,NA,"1.89","-0.22","-0.40"
"30","H","Bre","no",NA,NA,"1.79","-0.15","-0.55"
"31","A","Mar","no",NA,NA,"1.31","0.16","-0.39"
"32","H","Rei","no",NA,NA,"1.92","-0.24","-0.62"
"33","A","Len","no",NA,NA,"1.16","0.25","-0.37"
"34","A","Lyo","no",NA,NA,"1.18","0.24","-0.13"
"35","H","Mtz","no",NA,NA,"2.00","-0.28","-0.41"
"36","A","Cle","no",NA,NA,"1.45","0.07","-0.34"
"37","H","PSG","no",NA,NA,"1.29","0.17","-0.17"
"38","A","Ang","no",NA,NA,"1.29","0.17","0.00"
