"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Bor","yes",3,2,"1.58","-0.49","-0.49"
"2","H","Tro","yes",3,2,"1.34","-0.28","-0.77"
"3","A","Lyo","yes",1,0,"0.82","0.22","-0.55"
"4","H","Mtz","yes",1,0,"1.24","-0.18","-0.73"
"5","A","PSG","yes",0,-4,"0.18","0.83","0.10"
"6","H","Bre","yes",1,0,"0.99","0.06","0.16"
"7","A","Ren","yes",0,-6,"0.54","0.49","0.65"
"8","H","Mco","yes",0,-2,"1.12","-0.06","0.59"
"9","A","Lor","yes",1,0,"1.22","-0.16","0.43"
"10","H","Lil","yes",3,1,"0.84","0.20","0.63"
"11","A","Nan","yes",0,-1,"0.67","0.36","0.99"
"12","H","Mar","yes",0,-1,"0.49","0.54","1.53"
"13","A","StE","yes",0,-1,"1.46","-0.39","1.15"
"14","H","Nic","yes",0,-1,"0.55","0.48","1.63"
"15","A","Rei","yes",0,-1,"1.28","-0.21","1.41"
"16","H","Len","yes",1,0,"1.07","-0.01","1.40"
"17","A","Mtp","yes",0,-1,"0.97","0.08","1.48"
"18","A","Ang","yes",3,1,"1.32","-0.25","1.23"
"19","H","Rei","yes",1,0,"1.01","0.04","1.27"
"20","A","Mco","yes",0,-4,"0.86","0.19","1.46"
"21","H","Str","yes",0,-2,"0.88","0.17","1.62"
"22","H","Ren","yes",3,1,"1.08","-0.03","1.59"
"23","A","Nic","yes",3,1,"0.87","0.18","1.77"
"24","H","StE","yes",0,-1,"1.37","-0.30","1.47"
"25","A","Mar","yes",3,2,"1.16","-0.10","1.37"
"26","H","Bor","yes",1,0,"1.43","-0.35","1.02"
"27","A","Lil","yes",0,-4,"0.88","0.17","1.19"
"28","H","Lor","yes",0,-2,"1.54","-0.46","0.73"
"29","A","Len","yes",0,-2,"0.87","0.17","0.90"
"30","H","Nan","no",NA,NA,"1.32","-0.25","0.66"
"31","H","PSG","no",NA,NA,"0.71","0.33","0.99"
"32","A","Mtz","no",NA,NA,"1.74","-0.65","0.33"
"33","A","Tro","no",NA,NA,"1.38","-0.31","0.03"
"34","H","Ang","no",NA,NA,"1.27","-0.20","-0.18"
"35","A","Bre","no",NA,NA,"1.18","-0.11","-0.29"
"36","H","Mtp","no",NA,NA,"1.12","-0.06","-0.35"
"37","A","Str","no",NA,NA,"0.75","0.29","-0.06"
"38","H","Lyo","no",NA,NA,"0.99","0.06","-0.00"
