"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","StE","yes",1,0,"0.92","0.04","0.04"
"2","H","Mco","yes",3,1,"1.35","-0.40","-0.36"
"3","A","Mtp","yes",0,-2,"0.41","0.57","0.22"
"4","A","Len","yes",1,0,"0.46","0.52","0.74"
"5","H","Lil","yes",3,1,"1.54","-0.60","0.13"
"6","A","Rei","yes",1,0,"0.66","0.31","0.45"
"7","H","Nic","yes",3,1,"0.68","0.29","0.74"
"8","A","Lyo","yes",1,0,"0.43","0.55","1.29"
"9","H","Cle","yes",1,0,"1.68","-0.74","0.55"
"10","A","Mar","yes",0,-3,"0.51","0.47","1.02"
"11","H","Bor","yes",1,0,"1.56","-0.62","0.40"
"12","A","Str","yes",0,-4,"0.49","0.49","0.89"
"13","H","Bre","yes",0,-1,"1.30","-0.35","0.55"
"14","A","Ang","yes",0,-1,"0.54","0.44","0.98"
"15","H","Ren","yes",0,-2,"1.38","-0.43","0.56"
"16","A","Tro","yes",0,-2,"0.78","0.19","0.75"
"17","H","Nan","yes",0,-1,"1.46","-0.52","0.24"
"18","A","Mtz","yes",0,-3,"1.02","-0.05","0.18"
"19","H","PSG","no",NA,NA,"0.80","0.17","0.35"
"20","A","Lil","no",NA,NA,"0.37","0.61","0.97"
"21","H","Ang","no",NA,NA,"1.33","-0.38","0.59"
"22","A","Nan","no",NA,NA,"0.38","0.60","1.19"
"23","H","Len","no",NA,NA,"1.35","-0.40","0.80"
"24","A","Mco","no",NA,NA,"0.47","0.52","1.31"
"25","H","Mtp","no",NA,NA,"1.36","-0.41","0.90"
"26","A","Bre","no",NA,NA,"0.60","0.38","1.28"
"27","H","Lyo","no",NA,NA,"1.48","-0.53","0.75"
"28","A","Cle","no",NA,NA,"0.64","0.33","1.08"
"29","H","Str","no",NA,NA,"1.26","-0.31","0.78"
"30","A","PSG","no",NA,NA,"0.13","0.86","1.64"
"31","H","StE","no",NA,NA,"1.95","-1.03","0.61"
"32","A","Nic","no",NA,NA,"0.57","0.41","1.02"
"33","H","Mtz","no",NA,NA,"1.61","-0.67","0.35"
"34","A","Ren","no",NA,NA,"0.34","0.65","1.00"
"35","H","Rei","no",NA,NA,"1.49","-0.54","0.45"
"36","H","Mar","no",NA,NA,"0.72","0.25","0.71"
"37","A","Bor","no",NA,NA,"0.89","0.08","0.79"
"38","H","Tro","no",NA,NA,"1.72","-0.79","-0.00"
