"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Cle","yes",0,-2,"1.03","-0.16","-0.16"
"2","A","Mar","yes",1,0,"0.73","0.18","0.02"
"3","H","Ang","yes",1,0,"1.17","-0.31","-0.30"
"4","A","Nic","yes",0,-4,"0.63","0.29","-0.01"
"5","H","Len","yes",0,-1,"0.85","0.04","0.04"
"6","A","StE","yes",3,1,"1.20","-0.35","-0.31"
"7","A","Mtp","yes",1,0,"0.85","0.04","-0.28"
"8","H","Ren","yes",1,0,"0.90","-0.02","-0.29"
"9","A","Mco","yes",0,-3,"0.52","0.41","0.11"
"10","H","Nan","yes",1,0,"1.13","-0.28","-0.16"
"11","A","Lor","yes",1,0,"0.87","0.02","-0.14"
"12","H","Rei","yes",3,1,"0.96","-0.08","-0.23"
"13","H","PSG","yes",0,-1,"0.59","0.34","0.11"
"14","A","Mtz","yes",1,0,"1.59","-0.79","-0.68"
"15","H","Bre","yes",0,-1,"0.89","0.00","-0.68"
"16","A","Str","yes",0,-3,"0.55","0.38","-0.30"
"17","H","Lyo","yes",1,0,"0.95","-0.07","-0.37"
"18","A","Tro","yes",3,1,"1.02","-0.15","-0.52"
"19","H","Lil","yes",0,-1,"0.89","-0.00","-0.52"
"20","H","Mar","yes",0,-1,"0.39","0.56","0.04"
"21","A","Ren","yes",0,-6,"0.43","0.52","0.56"
"22","H","Str","yes",3,1,"0.88","0.01","0.57"
"23","A","Rei","yes",0,-5,"1.04","-0.18","0.40"
"24","A","Len","yes",0,-1,"0.63","0.29","0.69"
"25","H","Mco","yes",1,0,"0.77","0.14","0.83"
"26","A","Cle","yes",1,0,"1.31","-0.48","0.35"
"27","H","Tro","yes",0,-2,"1.29","-0.45","-0.10"
"28","A","PSG","yes",0,-3,"0.16","0.82","0.72"
"29","H","Mtp","yes",0,-2,"1.06","-0.19","0.53"
"30","A","Lil","yes",1,0,"0.75","0.16","0.69"
"31","H","Mtz","yes",3,2,"1.25","-0.42","0.28"
"32","A","Lyo","yes",0,-5,"0.55","0.39","0.66"
"33","H","StE","yes",1,0,"1.33","-0.49","0.17"
"34","A","Nan","yes",0,-2,"0.54","0.39","0.56"
"35","H","Nic","no",NA,NA,"0.64","0.28","0.83"
"36","A","Ang","no",NA,NA,"1.03","-0.17","0.67"
"37","H","Lor","no",NA,NA,"1.46","-0.65","0.02"
"38","A","Bre","no",NA,NA,"0.90","-0.02","-0.00"
