"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Lyo","yes",1,0,"0.72","0.34","0.34"
"2","H","Ren","yes",1,0,"1.34","-0.23","0.11"
"3","H","PSG","yes",0,-2,"0.55","0.49","0.60"
"4","A","Str","yes",0,-2,"1.01","0.07","0.67"
"5","H","Ang","yes",1,0,"1.12","-0.03","0.64"
"6","A","Cle","yes",1,0,"1.22","-0.12","0.52"
"7","A","Nan","yes",0,-2,"0.88","0.19","0.71"
"8","H","Mtz","yes",0,-1,"1.37","-0.26","0.45"
"9","A","Nic","yes",0,-1,"0.96","0.11","0.56"
"10","H","Rei","yes",1,0,"1.34","-0.23","0.33"
"11","A","Lil","yes",1,0,"0.83","0.24","0.57"
"12","H","Mco","yes",3,2,"1.13","-0.04","0.52"
"13","A","Lor","yes",3,1,"0.90","0.18","0.70"
"14","H","Len","no",NA,NA,"0.71","0.35","1.05"
"15","A","Bor","no",NA,NA,"1.48","-0.36","0.69"
"16","H","StE","no",NA,NA,"1.68","-0.55","0.14"
"17","A","Mar","no",NA,NA,"0.98","0.10","0.24"
"18","H","Mtp","no",NA,NA,"1.22","-0.12","0.12"
"19","A","Tro","no",NA,NA,"1.31","-0.21","-0.09"
"20","H","Nic","no",NA,NA,"0.62","0.43","0.34"
"21","A","PSG","no",NA,NA,"0.29","0.74","1.08"
"22","H","Lil","no",NA,NA,"1.41","-0.30","0.78"
"23","A","Ren","no",NA,NA,"0.57","0.47","1.25"
"24","H","Tro","no",NA,NA,"1.24","-0.14","1.12"
"25","A","Rei","no",NA,NA,"1.41","-0.30","0.82"
"26","H","Lor","no",NA,NA,"1.48","-0.36","0.46"
"27","A","Len","no",NA,NA,"0.93","0.15","0.61"
"28","H","Mar","no",NA,NA,"0.66","0.40","1.00"
"29","A","Ang","no",NA,NA,"0.96","0.12","1.12"
"30","A","Mtp","no",NA,NA,"0.78","0.29","1.41"
"31","H","Nan","no",NA,NA,"1.26","-0.16","1.24"
"32","A","StE","no",NA,NA,"1.45","-0.34","0.91"
"33","H","Lyo","no",NA,NA,"1.26","-0.16","0.75"
"34","A","Mtz","no",NA,NA,"1.84","-0.69","0.06"
"35","H","Cle","no",NA,NA,"1.27","-0.17","-0.11"
"36","H","Str","no",NA,NA,"1.03","0.05","-0.06"
"37","A","Mco","no",NA,NA,"0.97","0.10","0.05"
"38","H","Bor","no",NA,NA,"1.14","-0.05","-0.00"
