"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Bor","yes",3,2,"1.76","-0.10","-0.10"
"2","H","ETR","yes",3,2,"1.76","-0.10","-0.21"
"3","A","Lyo","no",NA,NA,"1.64","-0.03","-0.24"
"4","H","Mtz","no",NA,NA,"1.76","-0.10","-0.34"
"5","A","PSG","no",NA,NA,"1.27","0.20","-0.14"
"6","H","Bre","no",NA,NA,"1.64","-0.03","-0.17"
"7","A","Ren","no",NA,NA,"1.64","-0.03","-0.20"
"8","H","Mco","no",NA,NA,"1.76","-0.10","-0.30"
"9","A","Lor","no",NA,NA,"1.27","0.20","-0.10"
"10","H","Lil","no",NA,NA,"1.64","-0.03","-0.13"
"11","A","Nan","no",NA,NA,"1.27","0.20","0.08"
"12","H","Mar","no",NA,NA,"1.27","0.20","0.28"
"13","A","StE","no",NA,NA,"1.64","-0.03","0.25"
"14","H","Nic","no",NA,NA,"1.27","0.20","0.45"
"15","A","Rei","no",NA,NA,"1.64","-0.03","0.43"
"16","H","Len","no",NA,NA,"1.64","-0.03","0.40"
"17","A","Mtp","no",NA,NA,"1.76","-0.10","0.29"
"18","A","Ang","no",NA,NA,"1.27","0.20","0.50"
"19","H","Str","no",NA,NA,"1.76","-0.10","0.39"
"20","H","Rei","no",NA,NA,"1.64","-0.03","0.36"
"21","A","Mco","no",NA,NA,"1.64","-0.03","0.33"
"22","H","Ren","no",NA,NA,"1.64","-0.03","0.30"
"23","A","Nic","no",NA,NA,"1.64","-0.03","0.27"
"24","H","StE","no",NA,NA,"1.64","-0.03","0.24"
"25","A","Mar","no",NA,NA,"1.64","-0.03","0.22"
"26","H","Bor","no",NA,NA,"1.64","-0.03","0.19"
"27","A","Lil","no",NA,NA,"1.76","-0.10","0.08"
"28","H","Lor","no",NA,NA,"1.64","-0.03","0.05"
"29","A","Len","no",NA,NA,"1.64","-0.03","0.02"
"30","H","Nan","no",NA,NA,"1.64","-0.03","-0.01"
"31","H","PSG","no",NA,NA,"1.27","0.20","0.20"
"32","A","Mtz","no",NA,NA,"1.64","-0.03","0.17"
"33","A","ETR","no",NA,NA,"1.76","-0.10","0.06"
"34","H","Ang","no",NA,NA,"1.27","0.20","0.27"
"35","A","Bre","no",NA,NA,"1.64","-0.03","0.24"
"36","H","Mtp","no",NA,NA,"1.64","-0.03","0.21"
"37","A","Str","no",NA,NA,"1.76","-0.10","0.10"
"38","H","Lyo","no",NA,NA,"1.76","-0.10","0.00"
