"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
<<<<<<< HEAD
"1","H","Rei","yes",1,0,"1.61","0.09","0.09"
"2","A","Lil","yes",3,4,"1.76","0.01","0.10"
"3","H","Bor","yes",3,4,"1.66","0.07","0.17"
"4","A","Nan","yes",3,2,"1.78","-0.00","0.17"
"5","H","Mco","yes",1,0,"1.48","0.17","0.33"
"6","A","Lor","yes",0,-1,"2.08","-0.17","0.16"
"7","A","StE","yes",3,3,"2.47","-0.39","-0.23"
"8","H","Bre","yes",3,1,"1.47","0.17","-0.05"
"9","A","Tro","yes",0,-1,"2.32","-0.31","-0.36"
"10","H","Lyo","yes",3,1,"1.58","0.11","-0.25"
"11","H","Mar","yes",1,0,"0.77","0.56","0.31"
"12","A","Ang","yes",3,1,"2.05","-0.16","0.16"
"13","H","Mtp","yes",0,-1,"1.45","0.18","0.34"
"14","A","Cle","yes",3,1,"2.18","-0.23","0.11"
"15","H","Mtz","yes",0,-1,"1.70","0.04","0.16"
"16","A","PSG","yes",1,0,"0.80","0.55","0.71"
"17","H","Str","yes",0,-3,"1.34","0.25","0.95"
"18","A","Ren","yes",3,1,"1.67","0.06","1.01"
"19","H","Len","yes",3,1,"1.55","0.13","1.14"
"20","A","Bre","no",NA,NA,"2.15","-0.21","0.93"
"21","H","Nan","no",NA,NA,"1.46","0.18","1.11"
"22","A","Mtz","no",NA,NA,"2.48","-0.40","0.71"
"23","H","Cle","no",NA,NA,"1.79","-0.01","0.70"
"24","A","Lyo","no",NA,NA,"1.96","-0.10","0.60"
"25","H","Ang","no",NA,NA,"1.53","0.14","0.74"
"26","A","Str","no",NA,NA,"1.98","-0.12","0.62"
"27","H","PSG","no",NA,NA,"0.98","0.45","1.07"
"28","A","Mtp","no",NA,NA,"1.73","0.03","1.10"
"29","A","Mar","no",NA,NA,"2.07","-0.16","0.94"
"30","H","Ren","no",NA,NA,"1.59","0.11","1.04"
"31","A","Len","no",NA,NA,"1.94","-0.09","0.95"
"32","H","Lor","no",NA,NA,"2.22","-0.25","0.70"
"33","A","Mco","no",NA,NA,"1.83","-0.03","0.67"
"34","H","Tro","no",NA,NA,"1.84","-0.03","0.64"
"35","A","Bor","no",NA,NA,"2.45","-0.38","0.26"
"36","H","StE","no",NA,NA,"2.04","-0.15","0.11"
"37","H","Lil","no",NA,NA,"1.54","0.13","0.24"
"38","A","Rei","no",NA,NA,"2.21","-0.24","-0.00"
=======
"1","H","Rei","yes",1,0,"1.84","-0.09","-0.09"
"2","A","Lil","yes",3,4,"1.52","0.09","-0.00"
"3","H","Bor","yes",3,4,"1.66","0.01","0.01"
"4","A","Nan","yes",3,2,"1.58","0.06","0.08"
"5","H","Mco","yes",1,0,"1.64","0.03","0.10"
"6","A","Lor","yes",0,-1,"1.60","0.05","0.15"
"7","A","StE","yes",3,3,"2.12","-0.26","-0.11"
"8","H","Bre","yes",3,1,"1.71","-0.02","-0.12"
"9","A","Tro","yes",0,-1,"2.00","-0.18","-0.31"
"10","H","Lyo","yes",3,1,"1.76","-0.04","-0.35"
"11","H","Mar","yes",1,0,"1.09","0.35","-0.00"
"12","A","Ang","yes",3,1,"1.66","0.01","0.01"
"13","H","Mtp","yes",0,-1,"1.71","-0.02","-0.01"
"14","A","Cle","no",NA,NA,"1.92","-0.14","-0.14"
"15","H","Mtz","no",NA,NA,"1.89","-0.12","-0.27"
"16","A","PSG","no",NA,NA,"0.66","0.61","0.34"
"17","H","Str","no",NA,NA,"1.54","0.09","0.43"
"18","A","Ren","no",NA,NA,"1.17","0.30","0.73"
"19","H","Len","no",NA,NA,"1.15","0.31","1.05"
"20","A","Bre","no",NA,NA,"2.07","-0.23","0.81"
"21","H","Nan","no",NA,NA,"1.76","-0.05","0.77"
"22","A","Mtz","no",NA,NA,"2.37","-0.41","0.36"
"23","H","Cle","no",NA,NA,"1.78","-0.06","0.30"
"24","A","Lyo","no",NA,NA,"1.37","0.18","0.48"
"25","H","Ang","no",NA,NA,"1.62","0.04","0.52"
"26","A","Str","no",NA,NA,"1.71","-0.02","0.50"
"27","H","PSG","no",NA,NA,"0.91","0.46","0.96"
"28","A","Mtp","no",NA,NA,"1.45","0.14","1.10"
"29","A","Mar","no",NA,NA,"1.66","0.01","1.11"
"30","H","Ren","no",NA,NA,"1.82","-0.08","1.03"
"31","A","Len","no",NA,NA,"1.61","0.04","1.08"
"32","H","Lor","no",NA,NA,"1.95","-0.16","0.92"
"33","A","Mco","no",NA,NA,"1.68","0.00","0.92"
"34","H","Tro","no",NA,NA,"1.75","-0.04","0.89"
"35","A","Bor","no",NA,NA,"2.13","-0.26","0.62"
"36","H","StE","no",NA,NA,"2.13","-0.26","0.36"
"37","H","Lil","no",NA,NA,"1.89","-0.12","0.23"
"38","A","Rei","no",NA,NA,"2.08","-0.23","0.00"
>>>>>>> sandbox
