"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Nic","yes",1,0,"0.97","0.15","0.15"
"2","H","Mtp","yes",1,0,"1.25","-0.09","0.07"
"3","A","Mtz","yes",1,0,"1.83","-0.60","-0.53"
"4","H","PSG","yes",0,-2,"0.74","0.35","-0.18"
"5","A","Ren","yes",3,2,"0.58","0.49","0.32"
"6","H","Lor","yes",1,0,"2.02","-0.76","-0.44"
"7","A","Lil","yes",0,-1,"0.91","0.21","-0.24"
"8","H","Nan","yes",3,2,"1.33","-0.16","-0.40"
"9","A","Len","yes",0,-2,"0.90","0.22","-0.18"
"10","A","Bre","yes",1,0,"1.06","0.08","-0.10"
"11","H","Tro","yes",0,-1,"1.56","-0.36","-0.47"
"12","A","Bor","yes",0,-1,"1.53","-0.34","-0.80"
"13","H","Mco","yes",1,0,"1.30","-0.13","-0.94"
"14","A","Str","yes",1,0,"0.84","0.27","-0.67"
"15","H","Cle","yes",3,1,"1.25","-0.09","-0.76"
"16","A","Lyo","yes",3,1,"0.66","0.42","-0.34"
"17","H","Ang","yes",0,-1,"1.41","-0.23","-0.56"
"18","H","StE","yes",3,2,"1.51","-0.32","-0.88"
"19","A","Mar","yes",1,0,"1.13","0.01","-0.87"
"20","A","Cle","yes",1,0,"1.34","-0.17","-1.03"
"21","H","Mtz","yes",0,-1,"1.29","-0.13","-1.16"
"22","A","PSG","yes",0,-4,"0.21","0.82","-0.34"
"23","H","Bor","yes",3,5,"1.59","-0.38","-0.73"
"24","A","Nan","yes",0,-1,"0.65","0.43","-0.30"
"25","H","Bre","yes",1,0,"1.26","-0.10","-0.39"
"26","A","Mco","no",NA,NA,"0.79","0.31","-0.08"
"27","H","Str","no",NA,NA,"0.96","0.16","0.08"
"28","A","Ang","no",NA,NA,"1.19","-0.04","0.04"
"29","H","Lyo","no",NA,NA,"1.25","-0.09","-0.05"
"30","A","Tro","no",NA,NA,"1.57","-0.37","-0.42"
"31","H","Ren","no",NA,NA,"1.49","-0.30","-0.72"
"32","A","Mtp","no",NA,NA,"0.91","0.20","-0.52"
"33","H","Lil","no",NA,NA,"1.20","-0.04","-0.56"
"34","H","Mar","no",NA,NA,"0.54","0.53","-0.03"
"35","A","Lor","no",NA,NA,"1.16","-0.02","-0.05"
"36","H","Len","no",NA,NA,"1.22","-0.07","-0.12"
"37","A","StE","no",NA,NA,"1.60","-0.39","-0.51"
"38","H","Nic","no",NA,NA,"0.56","0.51","0.00"
