"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","PSG","yes",0,-1,"0.74","0.28","0.28"
"2","A","Cle","yes",0,-2,"1.31","-0.27","0.00"
"3","A","Str","yes",1,0,"0.67","0.35","0.36"
"4","H","Mco","yes",0,-1,"1.16","-0.13","0.22"
"5","A","Mtz","yes",3,2,"1.62","-0.58","-0.36"
"6","H","Mtp","yes",1,0,"1.16","-0.13","-0.50"
"7","A","Lyo","yes",0,-2,"0.73","0.29","-0.21"
"8","H","Ang","yes",1,0,"1.32","-0.29","-0.50"
"9","A","Nan","yes",0,-2,"0.52","0.49","-0.01"
"10","H","Nic","yes",3,1,"0.58","0.44","0.43"
"11","A","Rei","yes",3,1,"1.16","-0.13","0.30"
"12","H","Ren","yes",1,0,"1.13","-0.11","0.20"
"13","A","Len","yes",0,-4,"0.78","0.24","0.44"
"14","H","StE","yes",0,-1,"1.42","-0.38","0.05"
"15","A","Mar","yes",0,-1,"1.05","-0.02","0.03"
"16","H","Lor","yes",3,2,"1.58","-0.55","-0.51"
"17","A","Lil","yes",0,-1,"0.78","0.24","-0.27"
"18","H","Bor","yes",0,-1,"1.48","-0.44","-0.71"
"19","H","Bre","yes",1,0,"1.03","-0.01","-0.72"
"20","H","Lyo","yes",0,-1,"1.03","-0.00","-0.72"
"21","A","Mtp","yes",3,1,"0.87","0.15","-0.57"
"22","A","Ang","yes",0,-1,"1.20","-0.17","-0.74"
"23","H","Mtz","yes",1,0,"1.29","-0.26","-0.99"
"24","A","Bre","yes",0,-4,"1.06","-0.04","-1.03"
"25","A","Ren","yes",0,-3,"0.47","0.54","-0.49"
"26","H","Mar","yes",1,0,"0.51","0.50","0.01"
"27","A","Bor","yes",3,2,"1.46","-0.42","-0.41"
"28","H","Nan","yes",3,1,"1.37","-0.33","-0.74"
"29","A","StE","yes",1,0,"1.34","-0.31","-1.05"
"30","H","Rei","no",NA,NA,"1.06","-0.03","-1.08"
"31","A","Mco","no",NA,NA,"0.76","0.26","-0.82"
"32","H","Str","no",NA,NA,"0.92","0.10","-0.72"
"33","H","Cle","no",NA,NA,"1.28","-0.24","-0.96"
"34","A","Nic","no",NA,NA,"0.77","0.25","-0.71"
"35","H","Lil","no",NA,NA,"0.99","0.03","-0.68"
"36","A","PSG","no",NA,NA,"0.16","0.85","0.16"
"37","H","Len","no",NA,NA,"1.11","-0.08","0.08"
"38","A","Lor","no",NA,NA,"1.11","-0.08","-0.00"
