"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Nan","yes",1,0,"1.89","-0.28","-0.28"
"2","A","Lor","yes",0,-1,"1.20","0.19","-0.08"
"3","H","Len","yes",0,-2,"1.79","-0.20","-0.29"
"4","A","Tro","yes",3,1,"1.70","-0.15","-0.44"
"5","H","Mar","yes",0,-2,"0.97","0.35","-0.09"
"6","A","Nic","yes",1,0,"1.18","0.20","0.11"
"7","H","StE","yes",3,2,"2.04","-0.37","-0.26"
"8","A","Cle","yes",3,2,"1.46","0.01","-0.24"
"9","H","Bor","yes",3,3,"2.11","-0.42","-0.66"
"10","A","Lyo","yes",0,-2,"0.76","0.49","-0.18"
"11","H","Mtp","yes",3,2,"1.94","-0.31","-0.49"
"12","A","Bre","yes",0,-2,"1.19","0.20","-0.29"
"13","A","Rei","yes",1,0,"1.41","0.05","-0.24"
"14","H","Lil","yes",1,0,"1.75","-0.18","-0.42"
"15","H","Str","yes",1,0,"1.45","0.02","-0.39"
"16","A","Ang","yes",3,2,"1.32","0.11","-0.29"
"17","H","Mtz","yes",3,4,"1.85","-0.25","-0.53"
"18","A","PSG","yes",0,-2,"0.24","0.84","0.30"
"19","H","Ren","yes",3,1,"2.02","-0.36","-0.06"
"20","A","Nan","yes",1,0,"0.75","0.50","0.43"
"21","H","Cle","yes",3,4,"1.93","-0.30","0.13"
"22","A","Mtp","yes",0,-1,"1.03","0.31","0.44"
"23","H","Lyo","yes",3,2,"1.82","-0.23","0.21"
"24","H","Lor","yes",1,0,"2.42","-0.63","-0.42"
"25","A","Bor","no",NA,NA,"1.66","-0.12","-0.54"
"26","H","Rei","no",NA,NA,"1.93","-0.30","-0.84"
"27","A","Mar","no",NA,NA,"1.16","0.22","-0.63"
"28","A","Str","no",NA,NA,"0.96","0.36","-0.27"
"29","H","PSG","no",NA,NA,"1.24","0.17","-0.11"
"30","A","Mtz","no",NA,NA,"1.96","-0.32","-0.42"
"31","H","Tro","no",NA,NA,"2.05","-0.38","-0.81"
"32","A","Ren","no",NA,NA,"0.72","0.52","-0.29"
"33","H","Nic","no",NA,NA,"1.00","0.33","0.04"
"34","A","StE","no",NA,NA,"1.77","-0.19","-0.15"
"35","H","Ang","no",NA,NA,"1.89","-0.27","-0.42"
"36","A","Lil","no",NA,NA,"1.03","0.31","-0.12"
"37","H","Bre","no",NA,NA,"1.79","-0.20","-0.32"
"38","A","Len","no",NA,NA,"1.01","0.32","0.00"
